#{"t_start": 1774499007.4843695, "env_id": "None"}
r,l,t
129.994745,57,68842.009888
142.568531,178,68863.271792
137.890192,65,68873.292666
155.806457,160,68894.230867
120.81938,60,68901.877909
128.721901,60,68911.3407
153.369156,74,68920.571302
-61.534736,75,68929.874307
176.884475,150,68947.808156
-61.328656,94,68959.308073
-98.968329,50,68965.729107
112.456042,39,68970.940389
-86.42609,37,68977.646989
131.53094,42,68983.246359
-75.375758,94,68994.756367
-83.384539,105,69007.502105
156.016877,99,69019.516552
-84.026729,45,69025.401353
128.940723,44,69031.150776
-67.058598,96,69044.728261
126.839827,43,69050.413962
118.822477,86,69060.985684
145.777163,82,69072.897516
-83.626986,53,69079.774736
118.335894,45,69087.464054
147.214063,212,69112.428407
-102.323132,85,69122.900614
143.464512,80,69134.697587
165.094562,122,69149.380762
144.514509,75,69158.754562
124.714043,67,69167.16272
146.75653,97,69179.109778
133.715933,84,69191.265444
146.629195,103,69205.612786
117.602078,44,69211.32365
111.024446,144,69230.537441
137.431152,89,69241.463221
-76.532235,82,69251.575889
-86.923163,54,69260.267742
-63.621076,143,69277.540663
-80.209988,89,69288.470634
118.069764,38,69295.326718
138.456272,98,69307.376341
-68.463339,85,69317.918684
-81.424598,86,69328.478887
148.745706,104,69341.119477
137.037221,91,69352.287986
166.187252,114,69366.139927
141.065589,79,69377.723599
159.850779,116,69393.513778
121.223132,45,69399.417984
127.299833,40,69404.75976
119.228073,49,69411.127789
118.454324,33,69415.637375
143.747142,91,69428.531817
113.854018,49,69434.843508
140.681094,93,69446.241823
-100.207253,139,69464.728956
120.11794,74,69475.771492
131.123124,51,69482.370372
128.07347,46,69488.396059
141.038854,125,69503.506646
141.465356,68,69512.030389
133.243977,72,69521.000824
113.390198,28,69524.921339
125.200128,53,69531.694379
114.928372,44,69537.455369
108.807405,90,69548.464229
130.291894,66,69556.74258
124.852476,81,69568.527674
-63.563491,82,69580.468425
137.911807,107,69595.298286
130.568521,49,69601.641733
125.09258,135,69617.936499
117.50147,118,69632.172643
144.022037,111,69647.432635
-52.784923,125,69662.415549
138.902758,65,69670.651364
-101.823603,75,69681.796798
119.545539,53,69688.5888
123.790273,104,69701.231689
-54.184927,125,69718.165126
150.288009,97,69731.771919
135.544324,59,69739.285583
128.530123,109,69756.438417
-26.300788,128,69772.110904
141.032006,161,69793.221221
-87.575491,92,69804.487366
148.825704,83,69816.638112
120.850664,71,69827.278264
117.304062,61,69834.96291
-51.16794,110,69848.326705
126.15565,65,69858.281596
173.499615,145,69877.434786
-85.946596,38,69882.544232
-88.583645,82,69894.428223
138.564434,61,69904.02166
154.206509,103,69918.376387
127.453514,72,69927.362485
136.546568,67,69935.786271
125.769703,58,69944.942103
115.763632,34,69949.491568
-141.142101,140,70133.537615
127.455373,44,70139.327834
157.685436,137,70155.737468
-81.379956,50,70162.227414
-76.378361,84,70172.618873
155.398234,109,70185.891886
111.776308,37,70190.877205
-86.619254,77,70200.49437
128.161478,69,70210.992386
142.733105,85,70223.391988
-94.411179,84,70234.159373
139.37523,80,70244.124146
-64.627987,104,70257.159734
169.738574,145,70274.490736
117.222281,147,70292.041598
134.050429,75,70301.336543
-83.466429,56,70310.304823
-77.593319,102,70322.834511
149.641559,75,70332.196045
117.87454,38,70337.293124
-108.674208,100,70349.492335
112.245638,41,70354.926471
123.491996,32,70359.363478
154.208236,121,70374.022181
-53.646087,129,70389.614432
145.493107,110,70402.984138
-74.915845,89,70415.666402
109.190502,110,70430.858784
-66.105198,93,70442.297616
-62.684839,116,70458.373125
131.182887,148,70477.852559
126.617006,59,70485.383735
124.78612,40,70492.514638
139.235808,66,70500.793063
119.178452,56,70507.972039
151.895566,85,70520.247801
128.544369,64,70528.373036
121.897183,52,70535.110074
-101.22325,82,70547.034394
-81.536613,68,70555.564644
160.413979,112,70570.976518
142.814274,74,70580.193859
-74.857985,128,70595.60471
117.242762,34,70600.2361
138.801211,75,70609.553424
-90.359172,109,70622.800055
116.41646,47,70630.701589
-98.890535,87,70641.464457
150.822757,80,70651.396338
137.696715,136,70669.619317
129.973199,59,70678.964943
140.226304,97,70690.945708
115.492835,128,70706.470243
-35.709219,143,70723.667526
118.785154,25,70729.049894
159.967414,133,70745.100271
-96.676019,60,70752.716716
160.899314,147,70770.299132
-26.205595,200,70794.101364
-79.750515,57,70801.410463
-80.980817,84,70811.659863
-81.732676,128,70827.038473
-72.570193,95,70838.772907
132.843308,62,70848.487556
128.779065,74,70857.711408
114.921456,42,70863.282645
146.2734,77,70874.694063
139.748664,88,70885.479475
-89.556185,70,70894.324433
145.08455,107,70907.402885
149.515717,82,70917.617667
138.649747,83,70929.690691
118.983166,38,70934.767119
-73.603352,93,70947.980505
121.755267,41,70953.408426
-100.293436,90,70964.575397
113.345398,41,70969.990841
-106.497839,91,70981.269404
103.90761,156,71001.951245
156.436481,117,71016.088584
-56.262834,121,71030.794949
-97.33166,70,71039.607776
-65.088522,90,71052.538841
124.03363,36,71057.34827
136.292395,72,71068.123435
-78.044505,100,71080.319173
127.094017,47,71086.430522
120.669021,46,71092.455491
144.609785,88,71103.253888
139.580722,62,71111.032309
133.382215,88,71123.637986
149.053565,126,71138.933837
152.219318,142,71157.784263
118.154686,107,71170.857818
148.911817,141,71187.659382
141.718366,90,71200.493124
117.231002,41,71205.991402
141.819589,91,71217.337549
131.252437,51,71223.913968
151.943797,68,71232.449008
148.78129,131,71249.964867
-91.096133,74,71261.125175
159.288901,130,71278.586101
113.509109,36,71285.231655
156.146369,94,71296.843836
126.018665,38,71303.699406
157.50915,123,71320.340855
114.536552,24,71323.821519
-78.677276,48,71330.044222
139.383656,68,71338.641699
-70.608493,110,71353.785092
-66.115844,125,71370.731876
136.094154,91,71381.915646
-82.18416,87,71392.666443
126.05789,57,71399.943916
145.16853,88,71412.525672
-451.071625,20,71632.850161
173.493863,107,71645.961193
155.41884,58,71653.337902
-67.320164,96,71665.060189
139.094891,113,71680.582974
-79.661762,189,71703.039359
-101.96466,90,71714.115355
-87.068342,124,71729.116529
-75.900241,96,71742.888021
156.639061,104,71755.637587
-132.091568,139,71772.299116
123.783636,56,71779.469969
156.126527,91,71790.686132
146.10985,95,71802.386414
156.024591,127,71819.576961
-67.134657,74,71828.885622
154.960806,102,71841.401799
162.712026,220,71867.501363
140.014443,59,71876.798542
125.637907,47,71884.700475
140.794721,70,71893.395737
-58.727558,125,71910.235467
121.182947,32,71916.403729
-90.993692,141,71935.100326
122.310256,95,71946.697107
118.048142,34,71951.310357
132.422889,155,71969.762636
-78.802743,61,71977.474982
-34.764566,114,71991.321767
123.139924,48,71999.359147
134.540291,50,72005.848603
151.60484,88,72016.664076
151.184551,104,72029.359359
127.46693,48,72037.317909
115.569705,31,72041.56177
155.128159,114,72057.216048
115.113065,34,72063.667459
142.410988,99,72077.532171
140.452475,66,72087.603652
-66.185169,131,72103.446499
161.895791,119,72117.888283
116.706539,25,72123.30321
134.620369,59,72130.837731
138.793211,88,72141.64714
113.295781,45,72147.537124
122.21417,42,72153.120712
158.731674,116,72167.197419
140.916239,96,72179.03103
-95.963965,64,72187.117384
-72.690335,112,72200.764883
119.645068,46,72208.590165
128.108549,44,72214.377773
-86.395123,99,72228.246535
111.180657,110,72241.674701
122.274545,42,72249.037177
150.745472,112,72262.590738
-92.028504,62,72270.492587
121.549324,103,72285.014411
-68.957993,90,72296.170587
138.966759,88,72306.983874
-93.091141,65,72315.197333
-96.082992,175,72337.882952
141.775444,88,72348.792701
148.948131,118,72363.077288
116.286039,39,72370.088793
-80.424104,148,72387.759331
179.176629,275,72422.020497
102.243681,113,72437.52721
-88.748669,58,72444.914799
113.129232,42,72450.566577
148.338623,83,72460.807549
-89.806751,75,72470.103769
-77.37241,78,72479.826041
134.167396,102,72494.012631
-78.080461,121,72508.61094
143.085026,72,72519.444464
-95.998041,148,72537.111048
-69.340854,84,72549.241117
-73.756269,90,72560.345618
-69.958487,91,72571.477527
-64.824476,108,72584.568264
-101.974102,97,72598.273451
145.336792,93,72609.722289
-85.946207,71,72620.322374
138.122943,73,72629.353585
-95.889839,111,72642.798285
129.984974,85,72653.322073
155.209099,94,72664.88635
142.129115,73,72673.97541
154.649559,93,72687.144375
168.049028,151,72705.217613
-87.7202,102,72717.64159
141.45692,120,72732.092824
170.268098,200,72757.614239
126.002772,97,72769.554871
124.096159,43,72777.002269
132.830389,65,72785.210915
127.113365,99,72799.485383
161.057406,105,72812.334247
164.184643,128,72829.563153
-95.057626,72,72838.580765
123.955697,43,72846.078472
148.215478,134,72863.983119
-63.978136,68,72872.462539
143.458184,94,72884.056821
129.385623,54,72892.768176
132.568817,56,72899.878456
117.469743,29,72905.715556
127.970661,42,72911.188166
-81.51842,103,72923.853072
-440.402203,43,73125.344223
125.772466,49,73133.47831
-38.193227,133,73149.437546
134.629386,89,73160.29819
-78.819112,78,73170.03827
145.450208,81,73180.083592
140.571677,55,73188.940431
124.877393,50,73195.38452
141.27543,74,73204.654728
126.988738,84,73215.031395
102.701121,203,73239.168231
137.143396,97,73251.013717
120.783261,66,73259.291379
-94.239223,67,73267.666336
117.16349,41,73273.044861
154.590971,103,73285.60817
167.185184,101,73297.859492
134.237843,74,73308.839379
-97.591035,140,73327.417046
162.675488,134,73345.376658
132.042642,78,73356.87546
140.056901,124,73373.753291
136.986545,67,73383.976275
124.380687,54,73390.843696
124.890703,46,73396.850369
117.132455,32,73403.033375
128.659317,60,73410.625551
-82.321006,71,73421.302651
115.762606,67,73431.477868
150.510344,81,73441.564274
134.728383,56,73448.733049
157.482887,80,73458.622796
-102.903566,111,73473.900399
-69.070278,88,73486.459547
124.001042,100,73498.74371
146.15884,86,73511.171928
130.074694,100,73523.351741
145.895789,109,73540.383044
-97.889903,130,73556.057774
169.453777,136,73574.270917
150.926899,99,73586.354054
154.66926,109,73601.440444
114.687453,37,73606.379448
-77.597229,74,73615.615418
124.302237,43,73621.318422
138.505872,85,73631.815907
-89.688541,80,73641.728927
156.981621,100,73653.904314
124.745068,42,73659.454351
-86.145037,115,73673.441154
120.616888,45,73681.133858
-64.752924,103,73693.685067
-59.474585,108,73706.852407
137.53758,92,73718.114532
153.538562,101,73730.475844
129.295939,50,73737.00033
-41.594904,125,73752.080324
126.251816,44,73759.720815
115.359878,74,73768.929957
-65.993053,120,73783.440737
145.701463,67,73791.86165
148.093118,126,73808.870922
123.97523,65,73817.036541
126.049426,51,73825.411577
135.562804,146,73842.893656
170.053661,107,73857.767286
161.246098,173,73878.427113
155.172425,106,73891.291362
172.503717,130,73908.777595
123.299807,66,73917.142481
138.858078,68,73925.688241
145.512308,65,73933.985045
133.736805,61,73941.70405
-89.751383,104,73954.458376
-82.893442,46,73960.484758
149.476184,100,73972.694219
-93.749538,128,73990.094674
86.534936,186,74014.548183
132.826588,114,74030.582462
117.682958,47,74036.746526
-71.219434,69,74045.405496
-80.457384,88,74058.180168
126.464287,101,74072.573957
145.26715,91,74085.515321
133.596037,59,74092.99493
123.75825,100,74106.951585
132.159156,122,74123.370854
-95.073513,69,74131.95244
-87.242618,88,74142.841252
153.924267,108,74156.101156
-73.059804,171,74178.316682
-57.303478,86,74188.968688
127.156837,70,74197.751528
-61.88257,83,74208.079264
130.229063,46,74215.949855
136.376597,89,74227.01577
153.525145,85,74237.438645
137.51115,75,74246.682482
-72.376809,91,74259.630728
-68.998522,96,74271.390723
155.082393,121,74286.025699
182.36052,122,74300.709156
142.874823,66,74310.874309
138.670254,76,74320.318861
150.347788,93,74331.74326
100.528702,145,74349.110077
-100.390513,111,74362.66798
136.349372,63,74370.644506
-73.980254,61,74380.185901
156.482393,135,74398.233865
138.435654,86,74408.845592
-79.402825,96,74422.286283
-521.981308,41,74593.741911
145.015852,82,74605.687239
114.521978,150,74623.724042
-80.573772,44,74629.496599
-73.792622,54,74636.425514
133.744148,54,74643.337636
161.785342,110,74656.74834
-88.750161,53,74663.552854
130.390896,70,74674.05003
-61.173791,106,74686.933308
-67.37377,120,74701.507258
169.620886,122,74716.339194
142.575064,100,74728.514783
-72.804186,73,74737.644298
124.011848,44,74745.192996
118.406553,131,74764.753927
120.301383,41,74771.977701
152.682591,95,74783.602219
151.097685,90,74794.658164
-73.770427,94,74806.193443
136.073499,60,74815.662783
150.78625,105,74830.298927
138.436875,54,74837.248098
137.607538,65,74845.392379
-62.80094,77,74855.048888
-81.953329,51,74861.640195
119.239493,70,74870.352825
132.016962,73,74881.254477
-78.907286,92,74894.316473
116.148936,33,74900.566308
-83.156303,73,74909.610014
139.488821,72,74920.344891
144.864681,137,74936.878501
117.50307,27,74942.506546
-81.666467,102,74954.980396
163.739269,92,74966.318516
-52.671131,110,74981.479812
126.983171,45,74989.204623
-95.293425,120,75005.551879
-79.780313,118,75021.605167
127.733657,58,75029.032269
-76.76544,94,75042.347388
-86.431898,51,75050.693329
-62.073923,146,75069.935637
169.724298,139,75088.448507
124.508859,45,75094.373034
132.802306,72,75103.443696
164.672995,96,75115.218123
-72.111968,98,75127.236852
-73.682723,77,75136.741123
133.400618,105,75149.54347
142.708428,97,75161.435429
-80.59307,44,75169.018301
-81.609471,64,75178.900715
126.313824,49,75185.242057
124.014921,101,75199.326787
156.610382,105,75213.998116
151.643462,122,75228.788021
143.331457,47,75234.93623
-75.128389,125,75249.99105
-85.41804,78,75259.766626
-80.894734,76,75271.085165
122.803398,91,75283.964364
159.867566,111,75297.489837
142.970968,75,75308.560151
126.11194,139,75327.277017
154.719371,102,75341.538408
127.657394,50,75348.063449
123.963407,46,75355.829764
-81.606155,71,75364.743802
180.726217,116,75378.796977
116.512326,60,75388.184442
146.18573,130,75405.718432
142.815614,94,75417.237466
124.25538,40,75422.566097
126.511543,55,75429.683773
118.008689,47,75435.828113
112.840623,55,75442.795747
142.475883,87,75453.533949
145.583228,105,75466.266337
134.923985,56,75475.240548
111.640503,124,75492.050749
129.807631,46,75498.06972
117.851935,45,75505.767193
121.823249,42,75513.095222
-93.022911,58,75522.261643
141.430395,131,75539.864524
-73.748072,131,75557.485585
119.434724,39,75564.460096
135.424373,153,75582.765466
-84.372695,71,75591.616373
123.774275,66,75599.924654
155.830986,96,75613.47926
103.487156,70,75624.03469
181.299631,180,75645.533495
154.106375,101,75657.845749
151.687036,99,75669.906894
134.309399,68,75680.267157
-79.188804,100,75692.46479
149.465082,103,75704.87936
122.573489,158,75723.797677
-73.518221,83,75735.923185
-81.955624,76,75747.148788
118.700259,38,75754.010945
142.654228,76,75763.443356
128.029068,55,75772.20681
153.553161,89,75783.172768
139.541183,85,75795.463727
151.430215,73,75804.543298
129.854875,97,75818.149161
175.490301,153,75836.405629
-95.513305,114,75852.061401
114.766441,38,75857.157817
-75.203388,78,75870.713254
116.713418,33,75875.226712
139.620718,82,75887.203121
142.415608,85,75897.670247
145.20541,101,75911.827082
-71.663862,94,75925.216502
114.254832,28,75929.19693
-288.051258,13,76128.424176
-86.976288,90,76141.327752
112.690989,51,76149.697366
-89.633473,44,76155.481057
125.685087,53,76164.16469
144.232758,68,76174.539282
131.622861,79,76186.15109
-71.690433,100,76200.152516
146.242456,81,76210.174416
-52.637151,103,76222.713398
113.681031,33,76227.213709
-86.119921,113,76242.780728
161.150733,249,76272.088044
148.461111,103,76286.440606
154.893674,86,76297.091706
122.596347,62,76306.698928
-92.295611,69,76315.347094
166.242917,128,76330.745913
140.856741,62,76340.330069
137.278401,111,76355.542498
124.566242,89,76368.244838
116.390056,39,76375.2443
114.757416,43,76382.68563
155.182401,94,76396.065812
185.818147,148,76415.605359
167.154891,111,76430.856801
128.843402,67,76439.265288
189.119682,159,76460.106981
131.582536,55,76467.146096
138.419351,74,76478.135211
174.226178,130,76495.593575
134.051017,97,76507.458019
132.442746,81,76517.51178
121.179589,36,76522.35537
118.757918,48,76528.517481
119.286151,41,76535.743549
-77.958129,51,76544.161897
131.625212,84,76556.365947
120.256339,31,76560.676648
-54.706476,99,76574.563594
-70.706492,86,76585.090593
124.173249,59,76592.577681
172.955067,130,76608.284071
166.073872,137,76627.109855
176.507748,116,76641.229759
118.610467,32,76645.634262
162.130143,120,76660.17255
178.6042,166,76679.982844
148.355714,73,76689.11307
-78.439581,51,76695.651192
-70.447251,78,76705.27635
-66.17878,94,76716.833807
-61.406606,143,76733.946477
119.075623,70,76742.719444
-83.634686,51,76749.291847
-75.29837,72,76758.34378
-57.016647,91,76769.716873
134.288614,62,76777.556259
-83.039541,61,76785.254653
151.929744,96,76796.953951
131.408306,48,76804.944985
123.821231,48,76812.963131
133.335313,51,76819.521416
114.352014,82,76829.64732
-60.909869,105,76842.435362
110.259384,49,76848.846516
138.471685,103,76861.434165
-63.715351,76,76872.729862
-89.019072,66,76881.012224
141.426786,106,76893.868758
113.477226,32,76898.254626
139.326532,75,76907.610685
102.334423,107,76922.404811
117.251281,170,76942.617052
144.693442,90,76953.703416
-80.700529,86,76964.302569
-74.891884,60,76971.912991
137.618036,62,76979.725975
-77.431791,110,76993.106605
131.149781,76,77002.579817
119.001472,45,77010.30494
-87.624513,44,77016.091843
171.694201,161,77037.054897
155.228326,88,77049.68326
158.101439,132,77067.44235
-75.38951,59,77074.897415
128.063947,77,77086.269316
137.64706,89,77097.205297
-80.349889,83,77109.256075
-51.15064,118,77123.573988
117.41875,33,77129.85837
171.8322,129,77147.492518
-39.894557,149,77165.358975
154.703913,89,77178.153244
-74.148657,97,77190.001234
163.131069,115,77205.807841
123.489968,37,77210.731416
117.946215,60,77218.359027
123.980879,87,77229.107929
139.814996,78,77238.781121
121.185385,33,77243.285193
-86.230425,51,77249.87979
-77.811422,68,77260.232796
-96.028121,60,77269.623405
123.102586,47,77275.728875
-75.017036,48,77281.922675
-84.477234,56,77289.05043
127.576558,56,77297.940434
141.607463,117,77312.046865
145.962978,84,77322.457295
124.89012,35,77328.972076
136.20237,62,77338.684133
179.161574,149,77358.374697
156.239207,91,77369.635763
141.805291,76,77379.10022
139.616628,71,77387.889555
165.503991,93,77401.143416
163.004223,95,77414.63793
125.349048,44,77422.149188
135.275326,98,77435.860487
-78.98852,90,77446.931562
-508.242467,54,77611.569671
119.321467,44,77619.200837
-72.375094,72,77628.100249
118.340143,115,77642.014323
140.152707,63,77649.958495
182.710959,145,77669.135972
-61.974202,69,77677.827884
-72.259576,110,77692.963501
-74.170818,60,77702.39023
142.289906,89,77715.11773
-76.574138,95,77728.5863
-99.913351,117,77744.558177
129.449032,77,77755.903031
139.909365,88,77766.699966
-68.643128,57,77773.91359
149.596658,106,77788.978265
-97.92369,108,77802.307084
163.134301,99,77814.505134
108.700352,60,77824.010444
119.593727,34,77830.499267
124.97814,49,77836.979727
132.832058,59,77846.41248
141.374316,84,77860.174832
117.176208,38,77865.293506
129.609499,64,77873.462487
129.168606,92,77886.627594
129.530153,95,77898.360853
129.39566,52,77906.91181
-65.581661,113,77922.729773
116.066215,34,77927.517733
168.513791,106,77942.348008
126.542858,41,77947.771294
120.585547,88,77958.641001
-87.277009,95,77972.117921
133.56729,54,77979.042948
120.100185,47,77985.24031
140.547627,71,77995.887559
177.249443,102,78008.379501
138.386137,55,78015.405728
138.267526,59,78022.911597
157.352846,247,78051.988061
135.561352,59,78059.438779
132.249293,52,78066.13851
113.846956,57,78075.261884
-73.816484,90,78088.253699
-72.599281,90,78101.287557
121.471376,76,78112.644531
-77.408116,64,78122.605167
135.906947,56,78129.781379
131.952146,58,78137.186191
162.441115,99,78151.180685
-97.301076,121,78167.708295
-67.041563,98,78179.751078
-79.067086,97,78191.793001
173.487527,105,78206.648749
162.834452,97,78218.562363
-94.749375,65,78228.520871
143.020728,76,78237.98481
134.182132,54,78246.733804
177.650742,155,78267.188977
155.982763,89,78279.885157
-50.152482,102,78294.193892
114.228479,169,78314.539323
118.014263,28,78318.463883
-82.125052,85,78329.021524
152.59286,59,78336.588954
188.613939,122,78353.221117
155.765837,149,78371.135518
147.221372,66,78379.511935
151.694514,89,78392.232598
147.221323,87,78403.070873
-67.465543,124,78420.484702
-84.082159,82,78430.700487
144.139787,67,78441.019366
185.174597,112,78456.517273
134.193134,48,78464.564263
146.560419,122,78481.136487
119.078578,47,78487.255269
119.609541,39,78492.489
-89.129566,59,78500.025154
125.211252,42,78507.419838
135.565662,52,78515.997731
114.946806,26,78521.551236
-82.758367,89,78532.563281
-87.322187,67,78540.991373
126.877704,72,78551.951053
145.90275,107,78566.792246
115.993063,34,78571.457466
132.900618,86,78583.955422
142.749024,65,78593.987084
-82.280859,105,78606.870846
-83.172807,93,78620.195801
137.882329,84,78630.542456
-55.290103,93,78642.04511
124.468093,45,78649.785317
118.315433,35,78654.540161
182.786039,97,78666.446914
116.08845,43,78673.923282
-71.598962,82,78685.988493
154.494737,94,78697.614405
136.654323,67,78706.009192
127.793808,49,78712.393217
137.404076,85,78723.073821
143.470598,104,78737.960716
144.485078,67,78748.411158
143.95508,76,78758.022762
114.866014,29,78763.899639
129.546085,75,78773.338691
136.639583,55,78780.409715
-46.858946,100,78792.693013
127.725411,43,78798.400433
128.324328,41,78803.840044
-84.929459,67,78812.307723
-89.512362,68,78822.946853
144.635331,77,78832.784384
142.989304,81,78842.875184
143.455386,70,78851.790309
-73.815305,89,78862.842367
121.09452,99,78876.911311
166.56874,88,78889.649203
-92.422556,85,78902.053316
157.894499,110,78915.456874
127.545273,44,78923.09888
146.777922,97,78936.892829
168.252202,105,78949.879719
-87.815318,41,78957.18344
136.484905,73,78966.364591
-673.767642,37,79113.519024
123.367266,103,79126.143933
152.221668,75,79135.591688
141.861869,69,79144.322317
146.448342,74,79153.575562
125.26149,93,79165.097951
136.211818,188,79189.387316
-75.788813,63,79197.429661
-65.202335,72,79208.323361
154.916707,74,79217.632292
-82.974616,98,79229.718938
-84.005541,72,79238.780474
159.148896,103,79251.445241
113.231106,30,79257.476135
131.661991,43,79263.213655
138.558227,60,79270.942054
-69.653338,64,79279.150358
149.19691,72,79288.185755
-63.908977,86,79300.649875
170.924212,112,79316.183697
109.804469,64,79326.110261
118.575705,41,79333.383573
171.057772,106,79346.429834
-93.877332,62,79356.164338
128.377065,62,79365.848068
145.338814,74,79375.286997
135.05008,73,79384.577087
143.316021,62,79394.345065
115.874965,28,79400.167155
129.917031,45,79407.929225
138.391698,69,79418.475535
130.325823,51,79425.134582
-56.378259,73,79434.361341
133.025554,53,79441.270837
139.096758,110,79454.72078
117.160472,46,79460.746977
126.429258,35,79465.487271
162.56492,84,79477.754336
142.416653,58,79485.209718
126.360266,32,79489.636719
127.873233,39,79494.864274
-44.578619,92,79506.273181
132.408258,52,79513.100869
144.921729,83,79525.286293
151.739944,72,79534.349567
148.848825,142,79551.472438
126.3239,54,79558.457086
139.908774,67,79566.939138
-85.43222,37,79573.735634
144.270284,68,79582.362794
-78.739764,39,79589.383279
158.078086,68,79598.106125
-75.991109,102,79610.609102
116.725985,34,79617.082828
147.090831,98,79629.189703
148.865933,70,79638.079538
128.424307,43,79645.611642
127.501203,46,79651.601998
-64.43091,82,79664.150505
-96.300615,50,79672.452533
143.699869,73,79681.599289
142.928666,62,79691.317618
136.854328,72,79700.370493
142.698209,122,79715.324791
-94.013976,71,79724.422481
-67.453822,54,79731.433896
118.093366,43,79737.194185
120.884687,38,79742.317429
138.418574,60,79751.828954
115.729466,54,79758.789375
161.467873,101,79771.215263
119.993819,53,79779.93445
145.672158,84,79790.393753
-88.454211,50,79796.908722
142.395716,68,79807.277889
171.205479,130,79824.849061
163.742377,99,79836.980585
-63.357932,121,79853.702326
141.52901,60,79863.335291
149.445157,79,79873.366167
112.053195,40,79880.633045
-73.641917,54,79887.674567
114.14429,25,79891.335061
137.862437,87,79902.254445
119.010357,28,79906.303194
126.019639,53,79915.024522
-58.717527,99,79927.274796
103.176275,91,79940.362947
144.415566,73,79951.319359
127.674687,35,79956.084467
129.377057,103,79968.770694
-79.367985,69,79977.49631
-67.067127,120,79992.200529
150.305718,90,80003.423063
111.658574,64,80011.599405
115.520073,29,80015.677162
112.928388,26,80021.258999
127.076285,52,80029.779087
-71.27812,89,80040.811243
128.529744,45,80046.773609
128.15043,52,80055.335356
139.308509,120,80070.027668
144.752096,140,80087.071742
159.592507,109,80100.39085
156.829635,83,80112.572563
-49.461724,96,80126.209977
115.162886,33,80132.58162
-76.094813,51,80139.198501
150.670559,98,80151.30518
-110.445616,123,80166.44293
152.628638,96,80178.40635
149.380284,95,80190.176435
149.607091,82,80202.196909
-83.380747,47,80208.39837
139.93317,68,80221.523146
-72.640282,80,80233.370511
142.395769,86,80244.177704
148.957083,87,80255.107901
124.634396,47,80263.091596
-79.493992,61,80270.933545
122.289279,45,80276.868715
124.223734,83,80288.920902
121.385579,34,80293.593633
126.445198,120,80308.228945
-70.073134,112,80323.898991
124.11989,43,80331.434463
144.262686,95,80343.236343
123.829547,115,80359.143095
136.856053,101,80371.706373
-60.220392,90,80382.960735
145.273286,102,80395.478557
151.335128,86,80407.978263
133.359785,65,80416.229394
108.539047,94,80429.756676
120.074274,73,80438.977861
124.705098,45,80446.732177
160.968902,127,80464.059639
-378.702493,33,80628.293676
127.36758,49,80636.531061
114.503896,70,80645.441902
-85.441985,78,80657.071472
144.065891,67,80665.680774
140.405533,72,80674.738193
127.003097,82,80686.833907
165.201733,117,80702.993976
149.623116,64,80712.929752
146.868472,72,80722.025918
118.950602,33,80726.559338
138.708038,71,80735.544034
-94.082989,80,80745.521401
139.002623,80,80757.269312
133.806408,88,80768.116474
-57.554427,124,80784.97974
149.920672,206,80811.43829
143.627401,55,80818.557861
160.836272,120,80834.8956
124.349622,60,80842.523576
131.042124,69,80851.258485
-73.965943,76,80860.833561
177.230216,124,80876.005017
-58.148904,105,80888.942512
159.652023,86,80901.339699
-58.707751,91,80914.289518
117.183727,33,80918.800297
-42.659086,85,80931.433504
132.299924,45,80937.364817
156.719173,108,80950.647817
170.65145,103,80963.248262
146.07565,81,80975.186805
142.95111,85,80985.881876
-86.854849,66,80994.297853
122.279961,43,81001.761103
125.05345,81,81013.638068
160.496853,95,81025.345723
149.175629,96,81037.135183
148.89348,77,81048.501301
145.07323,91,81059.758647
-67.004557,74,81070.810607
-89.944073,88,81081.690441
112.598556,37,81088.471816
153.339963,70,81099.017521
131.780909,80,81108.990607
121.200048,37,81113.98827
147.365533,85,81124.464042
-50.691594,138,81142.99687
116.486286,148,81160.740942
143.217246,82,81172.694605
150.134449,89,81185.477281
164.174906,100,81199.493493
-89.110014,46,81205.475688
-69.800748,123,81222.167533
184.034624,138,81238.822108
-79.072616,62,81248.477363
135.528993,58,81257.643359
-81.48163,47,81265.644426
-86.258987,57,81272.978604
160.600747,145,81290.429215
154.150118,86,81301.050738
121.03123,44,81308.651226
-94.578698,48,81314.90929
-74.823221,100,81328.935159
-91.047338,89,81341.674642
141.871176,94,81353.224374
123.780554,54,81360.14746
156.811483,84,81372.414575
117.225833,33,81378.718548
117.000161,34,81383.36709
119.218264,45,81391.092453
-74.629091,82,81401.21198
122.294753,35,81405.949796
130.273938,41,81411.352552
156.200808,165,81432.868546
116.752119,34,81437.519107
-86.033613,70,81446.279394
-59.215822,129,81463.731014
117.99454,23,81467.092263
113.574997,22,81470.40912
131.914873,82,81480.610305
142.51678,137,81501.093573
158.17712,99,81514.95435
143.255806,62,81522.791207
-67.773833,99,81534.918339
147.947209,98,81546.872454
-53.235275,90,81557.94178
-70.483001,95,81569.682753
159.178876,101,81582.078417
146.087634,73,81591.349906
121.441034,26,81595.083754
126.417078,73,81604.212269
146.338121,95,81615.925914
-84.630582,53,81622.735505
160.407642,105,81635.453772
159.15086,103,81648.084786
137.996041,61,81657.671233
121.861716,75,81667.038029
128.554563,77,81678.367084
141.493609,64,81688.22977
155.953782,80,81700.01085
-62.124349,84,81710.397645
139.748233,61,81718.120232
113.238736,35,81722.856722
117.122091,22,81726.118865
152.009478,89,81738.941495
